mno	movie_id	movie_name	directors	writers	actors	roles	genres	release_country	release_date	language	movie_length	avg_rating
0	25779217	诛仙1	程小东	申捷,宋朝云	肖战,李沁,孟美岐,唐艺昕,刘端端,李燊,代旭,邱心志,姜大卫,陈孝萱,徐少强,叶童,梁家仁,包小松,陈立唯,熊欣欣,李熙,谢辰,何政庭,张智坤,孟子荻,马佳玛尧,张本煜,李昕岳,翟玉博	张小凡,陆雪琪,碧瑶,田灵儿,齐昊,林惊羽,曾书书,田不易,道玄真人,苏茹,苍松道人,水月大师,曾叔常,商正梁,天云道人,普智,宋大仁,吴大义,郑大礼,何大智,吕大信,杜必书,鬼王,幽姬,青龙	爱情,奇幻,古装	中国大陆	2019-09-13	汉语普通话	101	4.5
